CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,Cluster_Name,PCA1,PCA2,tSNE1,tSNE2,UMAP1,UMAP2,Anomaly,Anomaly_Score,Is_Anomaly
C13964,4143.074668,1.0,1074.27,1074.27,0.0,190.242856,0.75,0.75,0.0,0.166667,3,21,6000.0,926.813916,1175.934462,0.0,12,1,Low Engagement,0.7238715928690916,0.6348656522538834,12.505763,15.206687,5.608761,6.144019,1,-0.43851308006508766,False
C13965,42.68579,0.909091,708.0,326.0,382.0,0.0,0.75,0.166667,0.5,0.0,0,20,3000.0,755.300687,149.306085,0.625,12,1,Low Engagement,0.306913272074634,-1.7197668800992478,19.102158,-64.8719,9.450974,2.042307,1,-0.3993150883902857,False
C13966,146.261257,1.0,3139.97,2499.22,640.75,0.0,1.0,1.0,0.916667,0.0,0,41,5000.0,2990.926573,176.657439,0.833333,12,0,Premium Shoppers,3.4339664662028,-1.7079133203312513,71.0016,-6.757692,10.270346,9.2661,1,-0.4773815055408166,False
C13967,3876.778302,1.0,0.0,0.0,0.0,4269.018258,0.0,0.0,0.0,0.25,11,0,7500.0,1342.57535,939.667646,0.0,12,2,Cash Advance Users,-1.4093617194843229,2.5884151426049304,-9.356357,54.616558,3.0772014,7.4125023,1,-0.395926574969995,False
C13968,1593.364737,1.0,2298.49,684.2,1614.29,554.604914,1.0,0.416667,1.0,0.25,3,53,4500.0,1082.087826,347.210824,0.0,12,0,Premium Shoppers,2.2830244517282394,-0.34737648398937054,47.643333,0.09191981,8.572387,7.821822,1,-0.4386403170620803,False
C13969,933.278656,1.0,182.55,0.0,182.55,2304.727023,0.25,0.0,0.166667,0.416667,7,3,2500.0,1755.16459,248.144048,0.0,12,2,Cash Advance Users,-1.3839262228274753,1.184108970371141,-32.602734,60.57057,1.5151643,7.2367353,1,-0.3945404285389057,False
C13970,58.167348,0.181818,438.87,438.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,1748.469291,270.533346,0.0,12,1,Low Engagement,-1.4174637775153756,-0.7521882148953877,-38.4201,-38.41047,5.728692,0.013532966,1,-0.4225876782741278,False
C13971,2514.895334,1.0,3172.38,1653.16,1519.22,656.112456,1.0,0.916667,0.916667,0.166667,2,41,6800.0,2646.255583,692.03719,0.0,12,0,Premium Shoppers,3.240779916644223,-0.0047801466115474,47.406586,3.049237,8.736792,8.511139,1,-0.4663950364783846,False
C13972,1513.759633,1.0,70.0,70.0,0.0,0.0,0.181818,0.181818,0.0,0.0,0,2,1700.0,2085.049719,3812.357397,0.0,11,1,Low Engagement,-1.1577831816422215,-0.18036817662507568,-16.547052,22.459976,3.5235574,3.4330573,1,-0.41022772154445014,False
C13973,80.00717,1.0,1548.37,28.58,1519.79,0.0,0.916667,0.083333,0.75,0.0,0,21,9500.0,1105.365158,149.982961,0.7,12,1,Low Engagement,1.562666386135214,-1.4615341105569812,50.822765,-44.320995,11.667985,4.5917335,1,-0.427530238795707,False
C13974,93.104842,1.0,160.0,160.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5200.0,633.184791,491.717092,0.1,12,1,Low Engagement,-1.2970623780353603,-0.605717350251841,-21.483013,7.0105762,4.1757145,4.005407,1,-0.37645700193434395,False
C13975,458.958269,0.363636,492.72,0.0,492.72,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,2111.788889,199.91768,0.0,12,1,Low Engagement,0.2560160604532032,-1.5608473516580363,-28.95827,-68.40963,8.3271475,-0.8268786,1,-0.4327639055920512,False
C13977,1386.712561,1.0,0.0,0.0,0.0,699.804757,0.0,0.0,0.0,0.333333,7,0,1500.0,848.630874,520.077775,0.0,12,1,Low Engagement,-1.907233323606573,0.8261584683736681,-39.46495,61.38201,0.8817647,7.068613,1,-0.3709897545388561,False
C13978,4564.860642,1.0,1701.13,1322.61,378.52,0.0,1.0,0.916667,0.833333,0.0,0,39,12000.0,1205.113895,1141.311115,0.0,12,0,Premium Shoppers,2.7522208531917673,0.03939651351398549,45.087765,19.518503,8.240345,9.124877,1,-0.45292861741784435,False
C13979,1709.346088,1.0,339.0,339.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,2000.0,612.684346,476.106586,0.0,12,1,Low Engagement,-1.1838896253229927,-0.4767364397629591,-12.585622,-1.5594974,4.9707117,3.5358987,1,-0.3688442865581062,False
C13980,94.83691,1.0,1027.84,93.0,934.84,0.0,1.0,0.083333,1.0,0.0,0,28,18000.0,1041.284778,173.91503,0.416667,12,0,Premium Shoppers,1.970205628470147,-0.8752418743004972,48.306473,-42.293316,11.42025,4.7033024,1,-0.4591638533680139,False
C13981,6204.264926,1.0,0.0,0.0,0.0,2344.901285,0.0,0.0,0.0,0.166667,8,0,7500.0,1381.411511,2173.987009,0.0,12,2,Cash Advance Users,-1.179567663918884,2.3647940791932593,-1.1355793,52.32279,3.844126,7.430147,1,-0.38897995146372,False
C13982,64.677565,1.0,363.71,363.71,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,343.104512,171.000625,0.083333,12,1,Low Engagement,0.5984263316616052,-1.088153409609081,26.627783,12.897104,7.721249,8.362124,1,-0.429507733830483,False
C13983,24.297113,0.636364,230.47,0.0,230.47,0.0,0.5,0.0,0.5,0.0,0,7,4000.0,0.0,312.343947,0.0,12,1,Low Engagement,-0.9066274762303039,-1.3360536592498322,-19.168602,-39.605316,7.621175,1.416544,1,-0.3781278107176499,False
C13984,2271.7875,1.0,0.0,0.0,0.0,2866.563908,0.0,0.0,0.0,0.25,5,0,8000.0,327.593428,365.820843,0.0,8,2,Cash Advance Users,-1.75246960765262,1.5282916817959071,-54.33513,3.2690024,1.77116,-0.5668161,1,-0.42383120610693287,False
C13985,5000.825577,1.0,3310.39,3072.89,237.5,2019.865472,0.75,0.666667,0.333333,0.083333,1,28,7500.0,2633.433636,2412.441231,0.0,12,0,Premium Shoppers,2.269084869290203,1.1805323247396067,39.547176,18.85658,7.9450984,8.967191,1,-0.48620439477325816,False
C13986,3723.723928,1.0,0.0,0.0,0.0,1138.457723,0.0,0.0,0.0,0.333333,6,0,4500.0,930.285952,978.023398,0.0,12,2,Cash Advance Users,-1.5960547215257523,1.546600051747934,-22.289795,58.45987,2.719407,6.7449584,1,-0.3700620240095187,False
C13987,348.066767,1.0,695.0,695.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,470.847821,179.773891,0.0,12,1,Low Engagement,-1.2082788594724099,-0.5767972493152742,-21.861942,3.783219,4.390036,3.6733892,1,-0.373359954695395,False
C13988,846.380946,1.0,8397.44,6812.04,1585.4,0.0,1.0,1.0,1.0,0.0,0,118,10000.0,8067.500812,202.618759,1.0,12,0,Premium Shoppers,7.834567023387161,-0.7618565497363723,73.386055,4.4913416,9.3964815,10.968834,-1,-0.5947466198723502,True
C13989,39.557369,0.363636,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,831.294005,237.52827,0.0,12,1,Low Engagement,-1.8311109430102042,-1.0551427789249201,-43.50192,-43.396015,6.373646,0.040991906,1,-0.3898902967604835,False
C13990,3492.064185,1.0,0.0,0.0,0.0,522.551112,0.0,0.0,0.0,0.090909,1,0,12500.0,1349.873959,790.534808,0.0,11,1,Low Engagement,-1.0191999454730092,1.0894938053275718,-14.89024,31.547216,3.8211274,6.0577097,1,-0.40754339796154404,False
C13991,719.427666,1.0,734.4,180.0,554.4,0.0,0.583333,0.083333,0.5,0.0,0,8,1000.0,285.477654,282.063918,0.0,12,1,Low Engagement,-0.41702550731226434,-1.2091108570048659,1.4647663,-25.487188,7.637711,4.1193705,1,-0.36963580597390633,False
C13992,1184.924492,0.9,306.0,234.0,72.0,1314.443111,0.4,0.2,0.3,0.2,8,7,3000.0,500.833154,672.890662,0.0,10,1,Low Engagement,-1.014985739305143,0.38648896317351067,14.614945,31.53114,6.612309,5.716826,1,-0.40280911564827737,False
C13993,4285.123888,1.0,4235.03,4235.03,0.0,0.0,0.833333,0.833333,0.0,0.0,0,29,10000.0,1660.32858,1243.967283,0.0,12,0,Premium Shoppers,2.6732325977773264,0.5339666943295295,38.55422,17.288422,8.265287,9.250295,1,-0.5038864553406064,False
C13994,989.448428,1.0,429.97,420.32,9.65,1029.77967,0.875,0.5,0.5,0.25,4,13,1500.0,195.369397,179.644332,0.0,8,1,Low Engagement,-0.26624877411565656,-0.2768739336198292,-8.102887,-46.88935,2.469979,-0.6397044,1,-0.4598100986977266,False
C13995,3126.109251,1.0,3357.24,2197.01,1160.23,0.0,1.0,1.0,1.0,0.0,0,154,7000.0,1149.614601,707.168238,0.0,12,0,Premium Shoppers,5.170903720764616,-0.7296661772717068,61.529377,4.9294324,9.338527,10.36303,1,-0.4978787229820652,False
C13996,3912.344717,1.0,2080.66,672.48,1408.18,1829.712153,1.0,0.166667,1.0,0.166667,5,42,6000.0,1017.896487,888.469097,0.0,12,0,Premium Shoppers,1.9606069096530505,0.46768421253143927,42.79532,29.547354,7.070039,8.15894,1,-0.44250067827971185,False
C13997,469.380653,1.0,5117.56,2562.27,2555.29,0.0,1.0,1.0,1.0,0.0,0,81,4300.0,5270.796852,216.41101,0.333333,12,0,Premium Shoppers,5.187781993891132,-1.2322045900278087,67.87141,3.9638734,9.354991,9.883812,1,-0.4987334898064834,False
C13998,3543.905366,1.0,1362.92,0.0,1362.92,0.0,1.0,0.0,1.0,0.0,0,15,7500.0,1026.706561,1039.058094,0.0,12,1,Low Engagement,1.2795567674754988,-0.5513584640054157,30.983843,-14.729068,9.098435,6.1562247,1,-0.40836105843592707,False
C13999,1218.208868,0.818182,0.0,0.0,0.0,4467.667258,0.0,0.0,0.0,0.363636,12,0,2500.0,3341.009938,385.307674,0.0,11,2,Cash Advance Users,-1.8741872911653692,2.1345340576724072,-17.778625,59.744022,2.5731251,7.8397517,1,-0.41931881366769785,False
C14000,680.079404,1.0,636.41,106.01,530.4,2525.736564,1.0,0.083333,1.0,0.25,10,19,12000.0,309.998666,266.056225,0.0,12,1,Low Engagement,0.8233177068893756,0.753459574384324,29.989006,30.96299,6.661704,7.2357135,1,-0.4438594251719327,False
C14001,1431.445361,1.0,0.0,0.0,0.0,1414.866215,0.0,0.0,0.0,0.083333,1,0,1500.0,235.637068,442.595956,0.0,12,1,Low Engagement,-1.8183654719312696,0.013253799576153672,-56.573776,28.472298,1.23745,3.6235285,1,-0.3601764742321091,False
C14002,131.760301,1.0,789.43,787.48,1.95,0.0,1.0,1.0,0.083333,0.0,0,14,5000.0,2023.907685,187.636973,0.916667,12,1,Low Engagement,1.3343915481204223,-1.5472167562476555,77.809204,-18.462864,11.46504,8.999587,1,-0.45686762558022076,False
C14003,35.988695,0.636364,294.0,0.0,294.0,0.0,0.5,0.0,0.416667,0.0,0,6,1200.0,502.277937,188.697505,0.333333,12,1,Low Engagement,-0.9133847605232857,-1.6598340170175416,-18.97147,-45.913563,8.191755,1.2221893,1,-0.39294936757660864,False
C14004,128.507898,0.454545,0.0,0.0,0.0,490.12386,0.0,0.0,0.0,0.083333,1,0,1200.0,199.424458,83.292732,0.0,12,1,Low Engagement,-2.179979808479684,-0.78443677562708,-59.674366,-32.25561,4.4457364,-0.052776136,1,-0.38434430425129074,False
C14005,3985.637748,1.0,20.0,20.0,0.0,1306.18399,0.083333,0.083333,0.0,0.333333,5,1,6000.0,1203.180838,1148.848564,0.0,12,2,Cash Advance Users,-1.2882019935320081,1.661183311628451,-9.575206,43.408546,3.025084,6.7227964,1,-0.38064938015605987,False
C14006,1726.125465,1.0,223.95,223.95,0.0,265.018687,0.083333,0.083333,0.0,0.083333,1,1,5000.0,1734.836967,533.845048,0.0,12,1,Low Engagement,-1.192576706826249,0.1650959620700902,-28.579517,28.53822,2.7649362,4.5700793,1,-0.3681066321750384,False
C14007,948.944615,1.0,678.94,201.4,477.54,0.0,1.0,0.166667,1.0,0.0,0,44,2000.0,1750.388539,612.055723,0.083333,12,1,Low Engagement,1.1257681958027304,-1.4559748740662304,34.104805,-28.820625,9.843681,5.673375,1,-0.39139912817436867,False
C14008,71.983739,1.0,1000.0,1000.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,93.4312,20.887671,0.0,12,1,Low Engagement,-1.301512445812956,-0.8414305728529172,-17.718586,-1.6262254,4.789635,3.2535517,1,-0.39014648144080666,False
C14009,32.903658,1.0,391.5,0.0,391.5,0.0,0.75,0.0,0.75,0.0,0,9,6500.0,405.250915,162.812944,0.727273,12,1,Low Engagement,0.2805993021150751,-1.6503261226628867,24.655775,-64.21417,10.4445505,2.4477408,1,-0.4002154266462887,False
C14010,3822.559709,1.0,1000.0,1000.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,1160.567938,1336.764756,0.0,12,1,Low Engagement,-0.7629440980991827,0.324825955515224,-11.212136,19.76938,4.42531,5.1483836,1,-0.4010785937032255,False
C14011,580.175457,1.0,759.5,85.0,674.5,995.015703,0.833333,0.166667,0.75,0.333333,5,24,4000.0,1194.432152,1174.266863,0.083333,12,1,Low Engagement,0.438882320845801,0.03479134962751429,26.787365,30.757368,7.063755,6.7890625,1,-0.41739200634061385,False
C14012,9.444869,0.363636,127.14,127.14,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,0.0,312.343947,0.0,12,1,Low Engagement,-1.6514524023292978,-1.1049787843709034,-42.20811,-41.64493,6.229336,0.0014840222,1,-0.38911756675228587,False
C14013,1509.525178,1.0,0.0,0.0,0.0,1784.023712,0.0,0.0,0.0,0.25,5,0,3500.0,513.387513,518.481808,0.0,12,1,Low Engagement,-1.776443590950559,0.8741989293601455,-34.985096,45.2737,1.696031,6.021917,1,-0.36644960954270217,False
C14014,1288.895823,0.727273,0.0,0.0,0.0,3233.145994,0.0,0.0,0.0,0.181818,3,0,3500.0,4919.065431,409.279112,0.285714,11,1,Low Engagement,-1.4266376399795802,0.912948102613943,-35.76809,27.587982,1.8610828,5.3926716,1,-0.42718119871549687,False
C14015,4825.450839,1.0,5855.46,5855.46,0.0,0.0,0.833333,0.833333,0.0,0.0,0,26,7000.0,3866.077948,1232.547913,0.0,12,0,Premium Shoppers,3.330770314372125,0.7305499686453234,58.402554,16.063433,8.865743,10.229524,1,-0.5254800531318262,False
C14016,5797.6687,1.0,0.0,0.0,0.0,4639.195255,0.0,0.0,0.0,0.666667,12,0,6000.0,1936.745052,2327.030849,0.0,12,2,Cash Advance Users,-1.506039018244354,4.059115244600367,-3.3833375,63.533802,3.5558183,8.535057,1,-0.4248745061841931,False
C14017,10.248544,0.090909,0.0,0.0,0.0,690.668996,0.0,0.0,0.0,0.083333,3,0,1200.0,0.0,312.343947,0.0,12,1,Low Engagement,-2.3991506518282155,-0.8451113325460566,-58.936813,-41.525192,5.032626,-0.76973414,1,-0.4206706636094954,False
C14018,6928.721377,1.0,18.35,0.0,18.35,14836.45141,0.416667,0.0,0.416667,0.083333,1,5,18000.0,22281.70046,1592.560164,0.090909,12,2,Cash Advance Users,2.077129129843192,6.558305935897121,14.8229475,72.44256,4.5806785,9.857903,-1,-0.5726727054311163,True
C14019,1725.887609,1.0,0.0,0.0,0.0,753.22315,0.0,0.0,0.0,0.25,3,0,1700.0,1169.756885,2116.153771,0.0,12,1,Low Engagement,-1.7416338828749593,0.6336317248163679,-58.454247,56.38174,0.52387077,5.5037546,1,-0.3778117728909606,False
C14020,475.675998,1.0,5421.73,5421.73,0.0,0.0,1.0,1.0,0.0,0.0,0,34,10500.0,5510.903074,183.857011,1.0,12,0,Premium Shoppers,4.145306548457871,-0.58490903303158,78.18142,-9.7928505,10.595673,9.807648,-1,-0.5439930415164305,True
C14021,961.369596,1.0,0.0,0.0,0.0,1124.284462,0.0,0.0,0.0,0.166667,2,0,1200.0,275.73187,564.587643,0.0,12,1,Low Engagement,-1.8925972960689699,0.0962686013127683,-56.8757,47.10408,0.6278511,4.850064,1,-0.36108511902267215,False
C14022,1364.256013,1.0,0.0,0.0,0.0,252.98756,0.0,0.0,0.0,0.083333,1,0,1500.0,513.013589,313.51258,0.0,12,1,Low Engagement,-1.7869796733172463,-0.22778474273429453,-56.10582,24.974184,1.1252712,3.0749366,1,-0.35621374006287654,False
C14023,113.629276,0.272727,798.0,798.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,4372.014696,84.491283,0.0,12,1,Low Engagement,-1.1335497393361704,-0.6152812987459694,-46.500473,-36.1685,5.7277083,-0.07403932,1,-0.44055806377946466,False
C14024,9.906062,0.909091,202.3,0.0,202.3,0.0,0.909091,0.0,0.818182,0.0,0,10,1500.0,195.62615,150.087965,0.0,11,1,Low Engagement,-0.38278844543986523,-1.682819435823641,12.53399,-44.33407,9.741809,3.5506887,1,-0.396129502242212,False
C14026,26.506901,0.909091,400.91,115.61,285.3,0.0,0.583333,0.083333,0.416667,0.0,0,19,2500.0,465.179466,147.891541,0.5,12,1,Low Engagement,-0.2340864448423035,-1.5888881948050644,18.559639,-64.414024,9.241232,2.045021,1,-0.4008243444872459,False
C14027,157.66813,0.857143,1263.51,87.0,1176.51,0.0,0.714286,0.142857,0.428571,0.0,0,8,10000.0,1458.713508,101.798289,1.0,7,1,Low Engagement,0.6863755187920643,-1.392154761212753,-0.56891423,-66.10676,11.77132,-0.11661704,1,-0.5047532933467681,False
C14028,2336.363625,1.0,924.19,0.0,924.19,432.263451,1.0,0.0,1.0,0.166667,2,48,2500.0,874.589045,845.447604,0.0,12,1,Low Engagement,1.088148673166322,-0.5909001581978438,39.44927,-24.392015,9.665931,5.893678,1,-0.4184297236517372,False
C14029,316.095114,1.0,89.96,0.0,89.96,0.0,0.416667,0.0,0.416667,0.0,0,5,4700.0,301.153658,202.370136,0.0,12,1,Low Engagement,-0.8769750546475952,-0.9341297337666663,-5.957613,-14.187203,6.968127,3.5831256,1,-0.361174081722972,False
C14030,453.856643,1.0,238.75,0.0,238.75,0.0,0.571429,0.0,0.571429,0.0,0,6,1500.0,94.007773,106.442582,0.0,7,1,Low Engagement,-1.0506977266136328,-1.2707115653861443,-3.4262109,-51.51548,11.646976,-1.185255,1,-0.41420174456263276,False
C14031,1914.092562,1.0,538.85,487.5,51.35,0.0,0.416667,0.416667,0.166667,0.0,0,9,2000.0,1022.911305,980.069709,0.0,12,1,Low Engagement,-0.39327034426360974,-0.5696033951789484,-0.004383934,4.7342463,5.791658,4.8378625,1,-0.38684776733619286,False
C14032,9061.317491,1.0,0.0,0.0,0.0,366.077141,0.0,0.0,0.0,0.083333,1,0,10000.0,2524.110566,4676.178874,0.0,12,2,Cash Advance Users,-0.6134693405053396,2.339820533738733,7.0143557,50.87708,4.392157,7.3996444,1,-0.4414681146063658,False
C14033,3239.138704,1.0,3018.68,3018.68,0.0,4157.651522,0.25,0.25,0.0,0.5,9,6,5500.0,3369.399283,703.053712,0.083333,12,2,Cash Advance Users,0.317903787993781,2.8680223278511523,2.5910156,36.586018,2.6428204,7.475836,1,-0.49152162737411953,False
C14034,2450.104201,1.0,0.0,0.0,0.0,657.525213,0.0,0.0,0.0,0.083333,1,0,3000.0,692.953519,606.926044,0.0,12,1,Low Engagement,-1.6264184506205352,0.2029275732366708,-45.72888,27.92527,2.2226946,4.105761,1,-0.3615344921538734,False
C14035,342.358505,0.818182,633.66,65.96,567.7,367.516136,0.5,0.083333,0.333333,0.083333,1,6,4500.0,1625.059543,155.289203,0.272727,12,1,Low Engagement,-0.3807095817397541,-0.7926106323198556,-11.342526,-29.302677,7.0377364,3.8283443,1,-0.40338156223393923,False
C14036,8983.120358,1.0,0.0,0.0,0.0,3517.845954,0.0,0.0,0.0,0.25,5,0,12500.0,1943.319108,3319.715492,0.0,12,2,Cash Advance Users,-0.6982109892097307,3.60576148681696,5.91825,54.432186,4.2961373,7.7341037,1,-0.4319977181482674,False
C14037,2275.53087,1.0,1343.65,1262.29,81.36,0.0,1.0,0.666667,1.0,0.0,0,25,3000.0,718.5624,563.556704,0.0,12,1,Low Engagement,1.5118800047944323,-1.1293080065319538,36.2145,-0.8324545,8.822735,7.18782,1,-0.4094555298356145,False
C14038,54.327257,1.0,346.02,0.0,346.02,0.0,0.916667,0.0,0.75,0.0,0,11,4500.0,237.839366,136.712954,0.333333,12,1,Low Engagement,0.11060530636176251,-1.6186404027391066,34.29025,-45.713585,10.665141,3.715242,1,-0.38439949099575604,False
C14039,984.135371,1.0,599.58,590.0,9.58,0.0,0.333333,0.333333,0.083333,0.0,0,5,3000.0,782.954766,204.154837,0.0,12,1,Low Engagement,-0.6754619880256821,-0.6706482572943826,-1.7081535,0.21685961,5.550977,4.289444,1,-0.3760281785552548,False
C14040,2732.551701,1.0,1043.03,308.97,734.06,123.468228,1.0,0.5,1.0,0.083333,1,53,3000.0,1691.352849,1051.043802,0.0,12,0,Premium Shoppers,1.8534125244127175,-0.7183026959517945,45.22072,-2.3610075,9.022635,7.397982,1,-0.4166440757751118,False
C14041,5795.166009,1.0,0.0,0.0,0.0,7363.303617,0.0,0.0,0.0,0.25,3,0,12500.0,7570.031897,1489.464244,0.0,12,2,Cash Advance Users,-0.41344313887642503,4.035656546016882,-15.348285,50.49446,3.5301895,8.205702,1,-0.453673564138655,False
C14042,2944.156996,1.0,12.22,12.22,0.0,244.694657,0.083333,0.083333,0.0,0.166667,2,1,3000.0,628.31462,1288.695715,0.0,12,1,Low Engagement,-1.4596007338750814,0.45331099819655113,-39.895542,34.447674,2.1019318,5.0543933,1,-0.37574259494613266,False
C14043,1693.841127,1.0,2439.98,1373.89,1066.09,1068.614851,1.0,0.75,1.0,0.333333,7,45,5500.0,1474.677315,507.969189,0.0,12,0,Premium Shoppers,2.4863412665603586,0.3441238539885576,37.59493,28.94072,7.193549,8.097643,1,-0.46219483989246624,False
C14044,189.98582,0.666667,369.0,0.0,369.0,991.09837,0.666667,0.0,0.5,0.166667,1,6,2500.0,292.582747,101.339007,0.0,6,1,Low Engagement,-1.2084687580131737,-0.8038619607570678,-6.357007,-50.699776,11.563545,-1.394803,1,-0.46370203918997105,False
C14045,1690.352634,1.0,0.0,0.0,0.0,1359.175968,0.0,0.0,0.0,0.166667,4,0,3500.0,373.741157,640.422897,0.0,12,1,Low Engagement,-1.7285890438230038,0.5745157313586041,-38.102936,40.94825,1.5241696,5.12091,1,-0.36365018334925386,False
C14046,3048.011738,1.0,1271.34,1239.42,31.92,0.0,0.75,0.75,0.083333,0.0,0,24,3200.0,1216.277275,1864.446362,0.0,12,1,Low Engagement,0.83860211741225,-0.3018353769680767,10.968368,12.018492,6.0018096,5.818682,1,-0.43235354987454966,False
C14047,419.486983,1.0,450.0,450.0,0.0,1365.172054,0.083333,0.083333,0.0,0.166667,3,1,9500.0,4275.760118,152.381267,0.0,12,1,Low Engagement,-0.7430455644592667,0.9504235660204529,-26.38063,26.835052,3.1126344,5.1030626,1,-0.3924655116978547,False
C14048,2997.977825,1.0,35131.16,34087.73,1043.43,0.0,1.0,1.0,0.833333,0.0,0,344,12000.0,28896.66522,767.01418,0.75,12,0,Premium Shoppers,23.951846995573273,3.2583351214033263,78.17585,13.047161,9.126828,11.413143,-1,-0.6955971057541266,True
C14049,44.635372,0.727273,640.0,0.0,640.0,0.0,0.909091,0.0,0.818182,0.0,0,10,6000.0,596.47654,76.801019,0.0,11,1,Low Engagement,0.07075512799428259,-1.4533452516327323,13.284266,-42.57235,9.5394745,3.5602639,1,-0.405101575579969,False
C14050,5643.992345,1.0,6141.58,5070.48,1071.1,1003.760024,1.0,0.916667,1.0,0.333333,6,92,13000.0,11514.83756,1494.575739,0.0,12,0,Premium Shoppers,6.4643278875258705,2.646567097891149,61.136883,11.931374,8.96526,10.382147,-1,-0.6014399526799016,True
C14051,2713.749041,1.0,0.0,0.0,0.0,318.035084,0.0,0.0,0.0,0.333333,4,0,3000.0,664.635735,880.427416,0.0,12,1,Low Engagement,-1.7368552797435675,0.9271465936041798,-36.235252,51.759655,1.3652549,6.9085994,1,-0.36545874813098894,False
C14052,95.597121,1.0,101.97,101.97,0.0,97.921034,0.25,0.25,0.0,0.166667,3,3,3000.0,306.960201,174.329733,0.0,12,1,Low Engagement,-1.2987243136405529,-0.26418203438699284,-2.041223,27.274523,4.2317133,4.985032,1,-0.37170729606021313,False
C14053,1679.429188,1.0,0.0,0.0,0.0,75.844786,0.0,0.0,0.0,0.166667,2,0,1800.0,243.503331,4511.435479,0.0,12,1,Low Engagement,-1.707066459714631,0.3385371787475112,-17.044092,24.594425,3.3586538,3.4294877,1,-0.3922696874769499,False
C14054,14.442528,1.0,163.9,0.0,163.9,0.0,1.0,0.0,0.909091,0.0,0,11,1500.0,138.776431,152.468146,0.777778,11,1,Low Engagement,0.1386453180746613,-2.2267587089170093,39.54696,-60.329517,12.012418,2.9892757,1,-0.43316109155351934,False
C14055,8260.825897,1.0,3709.71,2420.76,1288.95,2379.462062,1.0,0.666667,1.0,0.833333,47,79,8500.0,6847.476495,7793.867173,0.0,12,2,Cash Advance Users,4.154557513720954,6.673535199960776,25.963867,54.98342,5.3703055,9.038563,-1,-0.6447842122901969,True
C14056,4899.638221,1.0,0.0,0.0,0.0,424.449434,0.0,0.0,0.0,0.272727,5,0,5000.0,880.262447,1651.415614,0.0,11,2,Cash Advance Users,-1.514739493666222,1.512547697427877,-11.889145,40.187016,3.1927671,6.452951,1,-0.3883856645103413,False
C14057,138.596394,1.0,1333.9,663.9,670.0,0.0,0.75,0.583333,0.333333,0.0,0,14,7500.0,1000.797013,142.442556,0.333333,12,1,Low Engagement,1.0111333783656264,-1.073375583465974,23.535944,1.6526288,8.668877,7.5426016,1,-0.41166143133736266,False
C14058,4.160112,1.0,70.56,0.0,70.56,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,54.598522,41.07052,0.222222,12,1,Low Engagement,0.22541279639697995,-1.6335568720746168,32.46954,-43.54431,10.59466,4.058508,1,-0.4029042502485708,False
C14059,592.416944,1.0,6228.01,3454.7,2773.31,0.0,1.0,1.0,1.0,0.0,0,117,4500.0,6052.32316,169.979797,1.0,12,0,Premium Shoppers,6.623648092217376,-1.5422724831284023,70.82822,3.5229418,9.633641,10.61807,-1,-0.5509678236125348,True
C14060,1211.895212,1.0,0.0,0.0,0.0,119.377631,0.0,0.0,0.0,0.083333,2,0,1200.0,413.575315,938.748553,0.0,12,1,Low Engagement,-1.8096953724422737,-0.206952058041991,-58.50274,23.460499,0.93302447,3.052478,1,-0.36056761213870125,False
C14061,8.585976,0.545455,512.59,352.5,160.09,0.0,0.5,0.083333,0.333333,0.0,0,10,2500.0,908.190297,67.458687,0.25,12,1,Low Engagement,-0.7353754785299441,-1.499987258844616,-20.413067,-44.661427,7.974899,1.11676,1,-0.40337405037491386,False
C14062,32.612016,0.454545,545.88,545.88,0.0,0.0,0.25,0.25,0.0,0.0,0,4,2000.0,1100.892272,150.867379,0.5,12,1,Low Engagement,-1.0498115263688808,-1.4429461423060692,-1.4519392,-77.84038,8.681755,0.69334847,1,-0.42103656183364574,False
C14063,174.214883,0.363636,0.0,0.0,0.0,956.089092,0.0,0.0,0.0,0.083333,1,0,1200.0,238.06524,200.254118,0.0,12,1,Low Engagement,-2.222324121706607,-0.7165179198971772,-59.956245,-33.519405,4.5253153,-0.21680292,1,-0.38846997135409084,False
